#   kval   P_lin   I_00   I_01   I_02   I_03   I_10   I_11   I_12   I_13   I_20   I_21   I_22   I_23   I_30   I_31   I_32   I_33   J_00   J_01   J_02   J_10   J_11   J_20   K_00   K_00_s   K_01   K_01_s   K_02_s   K_10   K_10_s   K_11   K_11_s   K_20   K_20_s   K_30   K_30_s   sigma_3
0.00011885  517.563  5.07636e-08  3.54603e-08  -5.35614e-08  -1.73676e-07  8.40304e-08  6.79513e-08  1.13719e-07  9.46022e-08  2.10706e-07  1.25596e-07  3.05133e-08  1.75644e-06  -1.89471e-09  1.80493e-07  -5.57776e-09  4.89012e-09  490897  308854  -1.29784e+06  710989  261949  2.1522e+06  -6.00325e-05  -4.00752e-05  -4596.62  -2042.95  -3064.42  -0.000541015  -0.000360563  -0.000424913  -0.000283462  -8.86207  -5.9067  -0.024942  -0.0632722  1.34177e-07
0.000119536  520.478  5.2082e-08  3.63802e-08  -5.49561e-08  -1.77662e-07  8.61203e-08  6.97099e-08  1.16654e-07  9.71482e-08  2.16179e-07  1.28856e-07  3.11666e-08  1.80191e-06  -1.95846e-09  1.85e-07  -5.7337e-09  5.06802e-09  1.78794e+06  1.39451e+06  -3.45139e+06  2.24275e+06  788944  9.87923e+06  -6.14331e-05  -4.10103e-05  -4596.33  -2042.81  -3064.22  -0.000553639  -0.000368976  -0.000432657  -0.00028863  -9.06063  -6.03904  -0.0251763  -0.0644907  1.36947e-07
0.000120226  523.408  5.3434e-08  3.73236e-08  -5.63864e-08  -1.81735e-07  8.82609e-08  7.15131e-08  1.19663e-07  9.97615e-08  2.21791e-07  1.322e-07  3.18327e-08  1.84852e-06  -2.02435e-09  1.89617e-07  -5.89389e-09  5.25254e-09  -1.81532e+06  -1.43797e+06  3.64203e+06  -1.98608e+06  -881344  -1.16179e+07  -6.28645e-05  -4.1966e-05  -4596.02  -2042.68  -3064.02  -0.000566541  -0.000377575  -0.000440507  -0.000293869  -9.26332  -6.17414  -0.0254014  -0.0657257  1.39772e-07
0.000120921  526.353  5.48203e-08  3.82909e-08  -5.78532e-08  -1.85896e-07  9.04532e-08  7.33618e-08  1.22748e-07  1.02444e-07  2.27546e-07  1.35628e-07  3.25117e-08  1.89632e-06  -2.09248e-09  1.94346e-07  -6.05842e-09  5.44395e-09  -438259  -255775  1.01285e+06  -666422  -193969  -2.85969e+06  -6.43274e-05  -4.29428e-05  -4595.71  -2042.54  -3063.81  -0.000579727  -0.000386362  -0.000448464  -0.000299179  -9.4702  -6.31202  -0.0256169  -0.0669774  1.42654e-07
0.000121619  529.314  5.62419e-08  3.92827e-08  -5.93573e-08  -1.90147e-07  9.26985e-08  7.52574e-08  1.25911e-07  1.05197e-07  2.33447e-07  1.39143e-07  3.32039e-08  1.94532e-06  -2.16293e-09  1.99189e-07  -6.22742e-09  5.64251e-09  -488307  -164988  640638  -576076  -178575  -2.6036e+06  -6.58224e-05  -4.39409e-05  -4595.4  -2042.4  -3063.6  -0.000593203  -0.000395343  -0.000456527  -0.000304559  -9.68136  -6.45276  -0.0258247  -0.0682474  1.45593e-07
0.000122321  532.29  5.76997e-08  4.02997e-08  -6.08998e-08  -1.9449e-07  9.4998e-08  7.72009e-08  1.29154e-07  1.08023e-07  2.39499e-07  1.42748e-07  3.39093e-08  1.99557e-06  -2.23576e-09  2.0415e-07  -6.401e-09  5.84849e-09  95960.1  -52814.5  -159315  -159933  85010.2  650953  -6.73501e-05  -4.4961e-05  -4595.07  -2042.26  -3063.38  -0.000606974  -0.00040452  -0.000464695  -0.000310011  -9.89686  -6.5964  -0.0260269  -0.0695374  1.4859e-07
0.000123027  535.281  5.91944e-08  4.13425e-08  -6.24816e-08  -1.98927e-07  9.73529e-08  7.91935e-08  1.32478e-07  1.10923e-07  2.45704e-07  1.46445e-07  3.46284e-08  2.04708e-06  -2.31106e-09  2.09231e-07  -6.57927e-09  6.06217e-09  -670356  -506338  1.28019e+06  -853170  -293473  -3.27863e+06  -6.89113e-05  -4.60033e-05  -4594.74  -2042.11  -3063.16  -0.000621046  -0.000413898  -0.00047297  -0.000315533  -10.1168  -6.74298  -0.0262237  -0.0708483  1.51647e-07
0.000123737  538.288  6.07271e-08  4.24118e-08  -6.41036e-08  -2.0346e-07  9.97646e-08  8.12363e-08  1.35886e-07  1.139e-07  2.52066e-07  1.50235e-07  3.53613e-08  2.09989e-06  -2.38891e-09  2.14436e-07  -6.76237e-09  6.28385e-09  -1.33723e+06  -979602  2.71724e+06  -1.8048e+06  -582056  -9.12423e+06  -7.05065e-05  -4.70684e-05  -4594.41  -2041.96  -3062.94  -0.000635425  -0.000423481  -0.000481351  -0.000321126  -10.3412  -6.89257  -0.026415  -0.0721803  1.54765e-07
0.000124451  541.31  6.22986e-08  4.35081e-08  -6.57669e-08  -2.0809e-07  1.02234e-07  8.33308e-08  1.39379e-07  1.16956e-07  2.5859e-07  1.54121e-07  3.61081e-08  2.15404e-06  -2.46939e-09  2.19766e-07  -6.9504e-09  6.51383e-09  -1.54669e+06  -1.04025e+06  2.65708e+06  -1.92862e+06  -666695  -9.25645e+06  -7.21365e-05  -4.81568e-05  -4594.06  -2041.81  -3062.71  -0.000650118  -0.000433273  -0.000489839  -0.00032679  -10.5702  -7.04521  -0.0266002  -0.0735335  1.57944e-07
0.00012517  544.349  6.391e-08  4.46322e-08  -6.74724e-08  -2.12819e-07  1.04764e-07  8.54781e-08  1.42961e-07  1.20092e-07  2.65279e-07  1.58106e-07  3.68693e-08  2.20955e-06  -2.5526e-09  2.25225e-07  -7.1435e-09  6.75243e-09  -1.0392e+06  -663480  2.05847e+06  -1.27358e+06  -430721  -6.01541e+06  -7.3802e-05  -4.92688e-05  -4593.71  -2041.65  -3062.48  -0.000665131  -0.000443278  -0.000498433  -0.000332526  -10.8039  -7.20097  -0.0267791  -0.0749082  1.61187e-07
